ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Input2	IsPostCd	Address1	Address2	Address3	AddressKana1	AddressKana2	AddressKana3	IsAgencyCd	HandlerCd	AgencyName	Handler_Last_Name	Handler_First_Name	Alignment	CharacterCasing
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	76																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	77																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				78																		
T	契約者　自署（名）	7.5	35		H	30		T					102				79																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	80																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	81																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	82																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	83																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				84																		
T	契約者　自署（名）	7.5	35		H	30		T					102				85																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	86																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	87																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	88																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	89																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				90																		
T	契約者　自署（名）	7.5	35		H	30		T					102				91																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	92																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	93																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	94																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	95																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				96																		
T	契約者　自署（名）	7.5	35		H	30		T					102				97																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	98																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	99																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	100																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	101																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	102																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	103																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	104																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	105																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	106																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	107																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	108																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	109																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	110																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	111																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	112																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	113																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	114																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	115																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	116																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	117																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	118																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	119																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	120																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	121																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	122																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	123																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	124																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	125																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	126																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	127																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	128																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	129																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	130																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	131																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	132																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	133																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	134																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	135																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	136																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	137																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	138																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	139																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	140																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	141																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	142																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	143																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	144																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	145																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	146																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	147																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	148																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	149																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	150																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	151																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	152																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	153																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	154																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	155																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	156																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	157																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	158																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	159																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	160																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	161																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	162																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	163																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	164																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	165																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	166																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	167																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	168																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	169																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	170																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	171																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	172																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	173																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	174																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	175																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	176																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	177																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	178																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	179																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	180																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	181																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	182																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	183																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	184																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	185																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	186																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	187																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	188																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	189																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	190																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	191																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	192																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	193																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	194																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	195																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	196																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	197																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	198																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	199																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	200																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	201																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	2																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	3																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	4																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	5																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	6																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	7																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	8																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	9																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	10																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	11																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	12																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	13																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	14																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	15																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	16																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	17																		
T	契約者　自署（姓）	7.5	2		H	30		T					102			T	18																		
T	契約者　自署（名）	7.5	35		H	30		T					102			T	19																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	20																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	21																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	22																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	23																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				24																		
T	契約者　自署（名）	7.5	35		H	30		T					102				25																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	26																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	27																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	28																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	29																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				30																		
T	契約者　自署（名）	7.5	35		H	30		T					102				31																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	32																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	33																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	34																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	35																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				36																		
T	契約者　自署（名）	7.5	35		H	30		T					102				37																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	38																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	39																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	40																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	41																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				42																		
T	契約者　自署（名）	7.5	35		H	30		T					102				43																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	44																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	45																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	46																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	47																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				48																		
T	契約者　自署（名）	7.5	35		H	30		T					102				49																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	50																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	51																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	52																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	53																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				54																		
T	契約者　自署（名）	7.5	35		H	30		T					102				55																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	56																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	57																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	58																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	59																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				60																		
T	契約者　自署（名）	7.5	35		H	30		T					102				61																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	62																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	63																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	64																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	65																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				66																		
T	契約者　自署（名）	7.5	35		H	30		T					102				67																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	68																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	69																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	70																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	71																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				72																		
T	契約者　自署（名）	7.5	35		H	30		T					102				73																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	74																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	75																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	76																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	77																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				78																		
T	契約者　自署（名）	7.5	35		H	30		T					102				79																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	80																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	81																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	82																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	83																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				84																		
T	契約者　自署（名）	7.5	35		H	30		T					102				85																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	86																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	87																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	88																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	89																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				90																		
T	契約者　自署（名）	7.5	35		H	30		T					102				91																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	92																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	93																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	94																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	95																		
T	契約者　自署（姓）	7.5	2		H	30		T					102				96																		
T	契約者　自署（名）	7.5	35		H	30		T					102				97																		
T	申込書記入日	0.5	18		X	8		T					101		^\d	T	98																		
T	申込番号	0.5	14		X	10		T					991		^\d	T	99																		
T	契約者　フリガナ（姓）	1.5	2		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	100																		
T	契約者　フリガナ（名）	1.5	35		KF	30		T					102		^[\u30A1-\u30F4\u30FC）（]*$	T	101																		
