ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Input2	IsPostCd	Address1	Address2	Address3	AddressKana1	AddressKana2	AddressKana3	IsAgencyCd	HandlerCd	AgencyName	Handler_Last_Name	Handler_First_Name	Alignment	CharacterCasing
T	ゆうちょ銀行　口座名義人（姓）	7.5	1		H	90		T			105	250	260			T	32	T																	
L		6.5	34							口座名義人（名）：			260																						
T	ゆうちょ銀行　口座名義人（名）	7.5	34		H	90		T			105	250	260			T	33	T																	
L		0.5	67							保険契約者からみた続柄：			260																						
T	ゆうちょ銀行　契約者からみた続柄	1.5	68		X	1	1：本人\n2：配偶者\n3：その他	T					260		^[123]$	T	34																		
L		3	67							⇒：			260																						
T	ゆうちょ銀行　契約者からみた続柄　その他	3	71.5		H	15		T					260			T	35																		
L		0.5	91							届出印：			260																						
T	ゆうちょ銀行　金融機関届出印	1.5	92	T	X	1	0：印鑑なし\n1：印鑑あり	T					260		^[01]$	T	36																		
L		12.5	2							ゆうちょ記号：			260																						
T	ゆうちょ銀行　ゆうちょ記号	12.5	16		X	5		T					260		^\d	T	37																		
L		12.5	35							ゆうちょ番号：			260																						
T	ゆうちょ銀行　ゆうちょ番号	12.5	49		X	8		T					260		^\d	T	38																		
G		55.5	60								70	368	100	997		T	39																		
L		0.5	2							金融機関コード：			997																						
T	金融機関コード	0.5	17		X	4		T					997		^\d	T	40																		
L		0.5	22							支店コード：			997																						
T	支店コード	0.5	33		X	3		T					997		^\d	T	41																		
G		58.5	60								70	368	100	998		T	42																		
L		0.5	2							文書管理番号：			998																						
L		0.5	21							－       －      －			998																						
T	文書管理番号１	0.5	17		X	3		T					998		^\d	T	43																		
T	文書管理番号２	0.5	23.5		X	3		T					998		^\d	T	44																		
T	文書管理番号３	0.5	30		X	2		T					998		^\d	T	45																		
T	文書管理番号４	0.5	35.5		X	4		T					998		^\d	T	46																		
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
