ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	DefaultImeMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Alignment	Square	MasterCheck	FullLength	CharacterCasing
T	重要人物情報（外国PEPs）_重要人物確認_				X		1	1：上場\n2：非上場\nnull：チェック無し\n!　：複数チェック、判断不能	11110011	^(|1|2|!)$						^[\d!]+$	T	44								
T	重要人物情報（外国PEPs）_重要人物とのご関係_				X		2	設問回答に記載されたコードを入力	11110011							^[\d\*!?]+$	T	45					T			
T	重要人物情報（外国PEPs）_重要人物詳細_				N		50	記載の通りに入力。	11110011								T	46								
T	重要人物情報（外国PEPs）_氏名_				N		120	姓と名の間に全角1スペース入れる。	11110011								T	47								
T	重要人物情報（外国PEPs）_職務内容_				N		120	記載の通りに入力。	11110011								T	48								
T	重要人物情報（外国PEPs）_在任期間FROM_				X		6	yyyymm\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110011							^[\d\*!?]+$	T	49					T		T	
T	重要人物情報（外国PEPs）_在任期間TO_				X		6	yyyymm\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110011							^[\d\*!?]+$	T	50					T		T	
T	重要人物情報（外国PEPs）_国名_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110011							^[\d\*!?]+$	T	51					T			
T	重要人物情報（外国PEPs）_職位_				N		120	記載の通りに入力。	11110011								T	52								
T	法人情報_資本金_				X		2	設問回答に記載されたコードを入力	11110013							^[\d\*!?]+$	T	53					T			
T	法人情報_従業員数_				X		2	設問回答に記載されたコードを入力	11110014							^[\d\*!?]+$	T	54					T			
T	法人情報_主たる事務所_				X		2	設問回答に記載されたコードを入力	11110015							^[\d\*!?]+$	T	55					T			
T	法人情報_主たる事務所_その他_				N		120	記載の通りに入力。	11110015								T	56								
T	事業内容_複数選択				X		150	コードをアンダーバーでつないで結合して入力（例：01_03_05）	11110016							[\d_!?]	T	57								
T	事業内容_お取り扱い商品・サービス具体的に_				N		120	記載の通りに入力。	11110016								T	58								
T	事業内容_複数選択				X		150	コードをアンダーバーでつないで結合して入力（例：01_03_05）	11110016							[\d_!?]	T	59								
T	事業内容_その他_				N		120	記載の通りに入力。	11110016								T	60								
T	事業内容_お取り扱い商品・サービス具体的に_				N		120	記載の通りに入力。	11110016								T	61								
T	事業内容_事業内容_				X		2	設問回答に記載されたコードを入力	11110016							^[\d\*!?]+$	T	62					T			
T	法人情報_事業内容_その他_				N		120	記載の通りに入力。	11110016								T	63								
T	事業内容_事業内容_				X		2	設問回答に記載されたコードを入力	11110016							^[\d\*!?]+$	T	64					T			
T	上場区分_上場区分チェック_				X		1	1　：日本\n2　：日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11110017	^(|1|2|!|\?)$						[\d!?]	T	65								
T	本社所在国_本社所在国チェック　日本・日本以外_				X		1	1　：日本\n2　：日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11110018	^(|1|2|!)$						^[\d!]+$	T	66								
T	本社所在国_本社所在国_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110018							^[\d\*!?]+$	T	67					T			
T	お取引目的等_お取引の金額(予定)_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	68					T			
T	お取引目的選択複数選択				X		150	コードをアンダーバーでつないで結合して入力（例：01_03_05）	11110019							[\d_!?]	T	69								
T	お取引目的等_主たる目的_その他_				N		120	記載の通りに入力。	11110019								T	70								
T	お取引目的選択複数選択				X		150	コードをアンダーバーでつないで結合して入力（例：01_03_05）	11110019							[\d_!?]	T	71								
T	お取引目的等_主たる目的１_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	72					T			
T	お取引目的等_主たる目的２_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	73					T			
T	お取引目的等_主たる目的_その他_				N		120	記載の通りに入力。	11110019								T	74								
T	お取引目的等_主たる目的１_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	75					T			
T	お取引目的等_主たる目的２_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	76					T			
T	お取引目的等_主たる目的１_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	77					T			
T	お取引目的等_主たる目的_その他_				N		120	記載の通りに入力。	11110019								T	78								
T	お取引目的等_お取引の頻度_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	79					T			
T	お取引目的等_資金の性質_				X		2	設問回答に記載されたコードを入力	11110019							^[\d\*!?]+$	T	80					T			
T	お取引目的等_資金の性質_自営以外の方_その他_				N		120	記載の通りに入力。	11110019								T	81								
T	お取引目的等_資金の性質_自営の方_その他_				N		120	記載の通りに入力。	11110019								T	82								
T	現金取引_200万円超/回の現金を使う理由_				N		120	記載の通りに入力。	11110020								T	83								
T	現金取引_取引の頻度_				X		2	設問回答に記載されたコードを入力	11110020							^[\d\*!?]+$	T	84					T			
T	現金取引_1回当たりの金額_				X		2	設問回答に記載されたコードを入力	11110020							^[\d\*!?]+$	T	85					T			
T	現金取引_資金の性質_				X		2	設問回答に記載されたコードを入力	11110020							^[\d\*!?]+$	T	86					T			
T	現金取引_資金の性質_その他_				N		120	記載の通りに入力。	11110020								T	87								
T	外国送金_送金の目的_送金の場合				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	88					T			
T	外国送金_送金の目的_その他_送金の場合				N		120	記載の通りに入力。	11110021								T	89								
T	外国送金_送金の目的_受取の場合				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	90					T			
T	外国送金_送金の目的_その他_受取の場合				N		120	記載の通りに入力。	11110021								T	91								
T	外国送金_受取人相手国_受取人相手国①				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110021							^[\d\*!?]+$	T	92					T			
T	外国送金_受取人相手国_受取人相手国②				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110021							^[\d\*!?]+$	T	93					T			
T	外国送金_受取人相手国_受取人相手国③				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110021							^[\d\*!?]+$	T	94					T			
T	外国送金_送金の目的_送金の場合				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	95					T			
T	外国送金_送金の目的_その他_送金の場合				N		120	記載の通りに入力。	11110021								T	96								
T	外国送金_送金の目的_受取の場合				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	97					T			
T	外国送金_送金の目的_その他_受取の場合				N		120	記載の通りに入力。	11110021								T	98								
T	外国送金_取引の頻度_				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	99					T			
T	外国送金_1回当たりの金額_				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	100					T			
T	外国送金_受取人相手国_受取人相手国①				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110021							^[\d\*!?]+$	T	101					T			
T	外国送金_受取人相手国_受取人相手国②				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110021							^[\d\*!?]+$	T	102					T			
T	外国送金_受取人相手国_受取人相手国③				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110021							^[\d\*!?]+$	T	103					T			
T	外国送金_資金の性質_				X		2	設問回答に記載されたコードを入力	11110021							^[\d\*!?]+$	T	104					T			
T	外国送金_資金の性質_その他_				N		120	記載の通りに入力。	11110021								T	105								
T	貿易金融取引情報_取引の頻度_				X		2	設問回答に記載されたコードを入力	11110001							^[\d\*!?]+$	T	106					T			
T	貿易金融取引情報_1回当たりの金額_				X		2	設問回答に記載されたコードを入力	11110001							^[\d\*!?]+$	T	107					T			
T	貿易金融取引情報_主要取引先①_主要取引先の名称				N		120	記載の通りに入力。	11110001								T	108								
T	貿易金融取引情報_主要取引先①_相手先国名				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110001							^[\d\*!?]+$	T	109					T			
T	貿易金融取引情報_主要取引先②_主要取引先の名称				N		120	記載の通りに入力。	11110001								T	110								
T	貿易金融取引情報_主要取引先②_相手先国名				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110001							^[\d\*!?]+$	T	111					T			
T	貿易金融取引情報_主要取引先③_主要取引先の名称				N		120	記載の通りに入力。	11110001								T	112								
T	貿易金融取引情報_主要取引先③_相手先国名				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110001							^[\d\*!?]+$	T	113					T			
T	制裁対象国_制裁対象国との取引・保有資産_お取引なし_				X		1	1：いいえ\n2：はい\nnull：チェック無し\n!　：複数チェック、判断不能	11110023	^(|1|2|!)$						^[\d!]+$	T	114								
T	制裁対象国_制裁対象国との取引・保有資産_取引・資産の内容_				N		120	記載の通りに入力。	11110023								T	115								
T	制裁対象国_国コード１_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110023							^[\d\*!?]+$	T	116					T			
T	制裁対象国_国コード２_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110023							^[\d\*!?]+$	T	117					T			
T	制裁対象国_国コード３_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110023							^[\d\*!?]+$	T	118					T			
T	法人形態情報_法人形態_				X		2	設問回答に記載されたコードを入力	11110001							^[\d\*!?]+$	T	119					T			
T	実質的支配者_①_関係				X		2	1-4：各チェック\nnull：チェック無し\n!　：複数チェック、判断不能	11110025	^(|1|2|3|4|!|\?)$						[\d!?]	T	120					T			
T	実質的支配者_①_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	121								U
T	実質的支配者_①_アルファベット名				AH		120	ファースト/ミドル/ラストネームの間に1スペース入れる。\nアルファベットは全て大文字（例：a→A）	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	122								U
T	実質的支配者_①_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11110025							^[0-9\-*!?]+$	T	123					T		T	
T	実質的支配者_①_住所フリガナ				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	124								U
T	実質的支配者_①_関係				X		2	1-4：各チェック\nnull：チェック無し\n!　：複数チェック、判断不能	11110025	^(|1|2|3|4|!|\?)$						[\d!?]	T	125					T			
T	実質的支配者_①_個人・法人チェック				X		2	1：個人\n2：法人\nnull：チェック無し\n!　：複数チェック、判断不能	11110025	^(|1|2|!|\?)$						[\d!?]	T	126					T			
T	実質的支配者_①_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	127								U
T	実質的支配者_①_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11110025							^[0-9\-*!?]+$	T	128					T		T	
T	実質的支配者_①_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	129								U
T	実質的支配者_①_アルファベット名				AH		120	ファースト/ミドル/ラストネームの間に1スペース入れる。\nアルファベットは全て大文字（例：a→A）	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	130								U
T	実質的支配者_①_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11110025							^[0-9\-*!?]+$	T	131					T		T	
T	実質的支配者_①_住所フリガナ				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110025							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	132								U
T	実質的支配者_①_個人・法人チェック				X		2	1：個人\n2：法人\nnull：チェック無し\n!　：複数チェック、判断不能	11110025	^(|1|2|!)$						^[\d!?]+$	T	133					T			
T	実質的支配者_①_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110025							^[\d\*!?]+$	T	134					T		T	
T	実質的支配者_①_国籍チェック				X		1	1　：日本\n2　：日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11110025	^(|1|2|!)$						^[\d!]+$	T	135								
T	実質的支配者_①_国籍				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110025							^[\d\*!?]+$	T	136					T			
T	実質的支配者_①_在留資格				X		2	設問回答に記載されたコードを入力	11110025							^[\d\*!?]+$	T	137					T			
T	実質的支配者_①_在留期限				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110025							^[\d\*!?]+$	T	138					T		T	
T	実質的支配者_①_氏名				N		120	姓と名の間に全角1スペース入れる。	11110025								T	139								
T	実質的支配者_①_住所１				N		50	大文字小文字を記載通り入力	11110025								T	140								
T	実質的支配者_①_住所２				N		150	大文字小文字を記載通り入力	11110025								T	141								
T	実質的支配者_①_住所３				N		30	大文字小文字を記載通り入力	11110025								T	142								
T	実質的支配者_①_具体的なご関係				X		2	設問回答に記載されたコードを入力	11110025							^[\d\*!?]+$	T	143					T			
T	実質的支配者_①_具体的なご関係_その他				N		120	記載の通りに入力。	11110025								T	144								
T	実質的支配者_①_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110025							^[\d\*!?]+$	T	145					T		T	
T	実質的支配者_①_居住国・所在国				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110025							^[\d\*!?]+$	T	146					T			
T	実質的支配者_①_氏名				N		120	姓と名の間に全角1スペース入れる。	11110025								T	147								
T	実質的支配者_①_住所１				N		50	大文字小文字を記載通り入力	11110025								T	148								
T	実質的支配者_①_住所２				N		150	大文字小文字を記載通り入力	11110025								T	149								
T	実質的支配者_①_住所３				N		30	大文字小文字を記載通り入力	11110025								T	150								
T	実質的支配者_①_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110025							^[\d\*!?]+$	T	151					T		T	
T	実質的支配者_①_国籍チェック				X		1	1　：日本\n2　：日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11110025	^(|1|2|!)$						^[\d!]+$	T	152								
T	実質的支配者_①_国籍				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110025							^[\d\*!?]+$	T	153					T			
T	実質的支配者_①_海外PEPsチェック				X		1	1：該当する\n2：該当しない\nnull：チェック無し\n!　：複数チェック、判断不能	11110025	^(|1|2|!)$						^[\d!]+$	T	154								
T	実質的支配者_①_海外PEPs詳細				N		120	記載の通りに入力。	11110025								T	155								
T	実質的支配者_①_在留資格				X		2	設問回答に記載されたコードを入力	11110025							^[\d\*!?]+$	T	156					T			
T	実質的支配者_①_在留期限				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110025							^[\d\*!?]+$	T	157					T		T	
T	実質的支配者_①_氏名				N		120	姓と名の間に全角1スペース入れる。	11110025								T	158								
T	実質的支配者_①_住所統合				N		230	大文字小文字を記載通り入力	11110025								T	159								
T	実質的支配者_①_顧客との関係選択①				X		1	1-4：各チェック\nnull：チェック無し\n!　：複数チェック、判断不能	11110025	^(|1|2|3|4|!|\?)$						[\d!?]	T	160								
T	実質的支配者_①_顧客との関係選択_その他				N		120	記載の通りに入力。	11110025								T	161								
T	実質的支配者_①_議決権割合　直接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11110025							^[\d\*!?.]+$	T	162								
T	実質的支配者_①_議決権割合　間接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11110025							^[\d\*!?.]+$	T	163								
T	実質的支配者_①_議決権割合　直接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11110025							^[\d\*!?.]+$	T	164								
T	実質的支配者_①_議決権割合　間接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11110025							^[\d\*!?.]+$	T	165								
T	実質的支配者_②_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	166								U
T	実質的支配者_②_アルファベット名				AH		120	ファースト/ミドル/ラストネームの間に1スペース入れる。\nアルファベットは全て大文字（例：a→A）	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	167								U
T	実質的支配者_②_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11110026							^[0-9\-*!?]+$	T	168					T		T	
T	実質的支配者_②_住所フリガナ				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	169								U
T	実質的支配者_②_関係				X		2	1-4：各チェック\nnull：チェック無し\n!　：複数チェック、判断不能	11110026	^(|1|2|3|4|!|\?)$						[\d!?]	T	170					T			
T	実質的支配者_②_個人・法人チェック				X		2	1：個人\n2：法人\nnull：チェック無し\n!　：複数チェック、判断不能	11110026	^(|1|2|!|\?)$						[\d!?]	T	171					T			
T	実質的支配者_②_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	172								U
T	実質的支配者_②_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11110026							^[0-9\-*!?]+$	T	173					T		T	
T	実質的支配者_②_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	174								U
T	実質的支配者_②_アルファベット名				AH		120	ファースト/ミドル/ラストネームの間に1スペース入れる。\nアルファベットは全て大文字（例：a→A）	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	175								U
T	実質的支配者_②_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11110026							^[0-9\-*!?]+$	T	176					T		T	
T	実質的支配者_②_住所フリガナ				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11110026							^[a-zA-Zｧ-ﾝﾞﾟ\ *$!?]+$	T	177								U
T	実質的支配者_②_関係				X		2	1-4：各チェック\nnull：チェック無し\n!　：複数チェック、判断不能	11110026	^(|1|2|3|4|!|\?)$						[\d!?]	T	178					T			
T	実質的支配者_②_個人・法人チェック				X		2	1：個人\n2：法人\nnull：チェック無し\n!　：複数チェック、判断不能	11110026	^(|1|2|!|\?)$						[\d!?]	T	179					T			
T	実質的支配者_②_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110026							^[\d\*!?]+$	T	180					T		T	
T	実質的支配者_②_国籍チェック				X		1	1　：日本\n2　：日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11110026	^(|1|2|!)$						^[\d!]+$	T	181								
T	実質的支配者_②_国籍				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11110026							^[\d\*!?]+$	T	182					T			
T	実質的支配者_②_在留資格				X		2	設問回答に記載されたコードを入力	11110026							^[\d\*!?]+$	T	183					T			
T	実質的支配者_②_在留期限				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11110026							^[\d\*!?]+$	T	184					T		T	
T	実質的支配者_②_氏名				N		120	姓と名の間に全角1スペース入れる。	11110026								T	185								
T	実質的支配者_②_住所１				N		50	大文字小文字を記載通り入力	11110026								T	186								
T	実質的支配者_②_住所２				N		150	大文字小文字を記載通り入力	11110026								T	187								
