ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	DefaultImeMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Alignment	Square	MasterCheck	FullLength	CharacterCasing
T	実質的支配者_①_議決権割合　間接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11XX0041							^[\d\.!?$]+$	T	138								
T	実質的支配者_①_具体的なご関係				X		2	設問回答に記載されたコードを入力	11XX0041							^[\d\!?$]+$	T	139					T			
T	実質的支配者_①_具体的なご関係_その他				N		120	記載の通りに入力。	11XX0041								T	140								
T	実質的支配者_①_個人・法人チェック				X		2	設問回答に記載されたコードを入力	11XX0041							^[\d\!?$]+$	T	141					T			
T	実質的支配者_①_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11XX0041							^[\d\!?$]+$	T	142					T			
T	実質的支配者_①_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11XX0041							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	143								U
T	実質的支配者_①_氏名				N		120	姓と名の間に全角1スペース入れる。	11XX0041								T	144								
T	実質的支配者_①_居住国・所在国				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11XX0041							^[\d\!?$]+$	T	145					T			
T	実質的支配者_①_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11XX0041							^[\d\-!?$]+$	T	146					T		T	
T	実質的支配者_①_住所１				N		30	大文字小文字を記載通り入力	11XX0041								T	147								
T	実質的支配者_①_住所２				N		150	大文字小文字を記載通り入力	11XX0041								T	148								
T	実質的支配者_①_住所３				N		50	大文字小文字を記載通り入力	11XX0041								T	149								
T	実質的支配者_①_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11XX0042							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	150								U
T	実質的支配者_①_氏名				N		120	姓と名の間に全角1スペース入れる。	11XX0042								T	151								
T	実質的支配者_①_アルファベット名				X		120	ファースト/ミドル/ラストネームの間に1スペース入れる。\nアルファベットは全て大文字（例：a→A）	11XX0042								T	152								U
T	実質的支配者_①_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11XX0042							^[\d\!?$]+$	T	153					T			
T	実質的支配者_①_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11XX0042							^[\d\-!?$]+$	T	154					T		T	
T	実質的支配者_①_住所フリガナ				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11XX0042							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	155								U
T	実質的支配者_①_住所統合				N		230	大文字小文字を記載通り入力	11XX0042								T	156								
T	実質的支配者_①_国籍チェック				X		1	1　：01日本\n2　：02日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11XX0042							^[\d\!?$]+$	T	157								
T	実質的支配者_①_国籍				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11XX0042							^[\d\!?$]+$	T	158					T			
T	実質的支配者_①_在留期限				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11XX0042							^[\d\!?$]+$	T	159					T			
T	実質的支配者_①_在留資格				X		2	設問回答に記載されたコードを入力	11XX0042							^[\d\!?$]+$	T	160					T			
T	実質的支配者_①_顧客との関係選択①				X		1	1：01、2：02、３：03、４：04\nnull：チェック無し\n!　：複数チェック、判断不能	11XX0042							^[\d\!?$]+$	T	161								
T	実質的支配者_①_顧客との関係選択_その他				N		120	記載の通りに入力。	11XX0042								T	162								
T	実質的支配者_①_海外PEPsチェック				X		1	1：01該当しない\n2：02該当する\nnull：チェック無し\n!　：複数チェック、判断不能	11XX0042							^[\d\!?$]+$	T	163								
T	実質的支配者_①_海外PEPs詳細				N		120	記載の通りに入力。	11XX0042								T	164								
T	実質的支配者_②_関係				X		2	1：Ⓐ、2：Ⓑ、3：©、4：Ⓓ\nnull：チェック無し\n!　：複数チェック、判断不能	11XX0043							^[\d\!?$]+$	T	165					T			
T	実質的支配者_②_議決権割合　直接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11XX0043							^[\d\.!?$]+$	T	166								
T	実質的支配者_②_議決権割合　間接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11XX0043							^[\d\.!?$]+$	T	167								
T	実質的支配者_②_個人・法人チェック				X		2	1：01個人\n2：02国、地方公共団体、上場企業及びその子会社\nnull：チェック無し\n!　：複数チェック、判断不能	11XX0043							^[\d\!?$]+$	T	168					T			
T	実質的支配者_②_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11XX0043							^[\d\!?$]+$	T	169					T			
T	実質的支配者_②_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11XX0043							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	170								U
T	実質的支配者_②_氏名				N		120	姓と名の間に全角1スペース入れる。	11XX0043								T	171							T	
T	実質的支配者_②_アルファベット名				X		120	ファースト/ミドル/ラストネームの間に1スペース入れる。\nアルファベットは全て大文字（例：a→A）	11XX0043								T	172								U
T	実質的支配者_②_郵便番号				X		8	999-9999形式\n「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	11XX0043							^[\d\-!?$]+$	T	173					T		T	
T	実質的支配者_②_住所フリガナ				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11XX0043							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	174								U
T	実質的支配者_②_住所１				N		30	大文字小文字を記載通り入力	11XX0043								T	175								
T	実質的支配者_②_住所２				N		150	大文字小文字を記載通り入力	11XX0043								T	176								
T	実質的支配者_②_住所３				N		50	大文字小文字を記載通り入力	11XX0043								T	177								
T	実質的支配者_②_国籍チェック				X		1	1　：01日本\n2　：02日本以外\nnull：チェック無し\n!　：2つにチェックあり、判断不能	11XX0043							^[\d\!?$]+$	T	178								
T	実質的支配者_②_国籍				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	11XX0043							^[\d\!?$]+$	T	179					T			
T	実質的支配者_②_在留期限				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11XX0043							^[\d\!?$]+$	T	180					T			
T	実質的支配者_②_在留資格				X		2	設問回答に記載されたコードを入力	11XX0043							^[\d\!?$]+$	T	181					T			
T	実質的支配者_②_関係				X		2	10、20、30を入力\nnull：入力無し\n!　：複数記入、判断不能	11XX0044							^[\d\!?$]+$	T	182					T			
T	実質的支配者_②_議決権割合　直接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11XX0044							^[\d\.!?$]+$	T	183								
T	実質的支配者_②_議決権割合　間接				X		6	「.」小数点有、小数点以下3まで、以下切り捨て。	11XX0044							^[\d\.!?$]+$	T	184								
T	実質的支配者_②_具体的なご関係				X		2	設問回答に記載されたコードを入力	11XX0044							^[\d\!?$]+$	T	185					T			
T	実質的支配者_②_具体的なご関係_その他				N		120	記載の通りに入力。	11XX0044								T	186								
T	実質的支配者_②_個人・法人チェック				X		2	設問回答に記載されたコードを入力	11XX0044							^[\d\!?$]+$	T	187					T			
T	実質的支配者_②_生年月日/設立年月日				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	11XX0044							^[\d\!?$]+$	T	188					T			
T	実質的支配者_②_氏名フリガナ				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	11XX0044							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	189								U
T	実質的支配者_②_氏名				N		120	姓と名の間に全角1スペース入れる。	11XX0044								T	190								
