ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	DefaultImeMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Alignment	Square	MasterCheck	FullLength	CharacterCasing
T	海外送金情報_送金の目的_その他_被仕向の場合				X		50	記載の通りに入力。	12110002								T	79								U
T	海外送金情報_受取人相手国_受取人相手国①				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	80					T			
T	海外送金情報_受取人相手国_受取人相手国②				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	81					T			
T	海外送金情報_受取人相手国_受取人相手国③				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	82					T			
T	制裁対象国_取引有無_				X		1	1：いいえ\n2：はい\nnull：チェック無し\n!　：複数チェック、判断不能	12110002	^(1|2|!)							T	83					T			
T	制裁対象国_取引資産内容等_				X		120	記載の通りに入力。	12110002								T	84							U	
T	制裁対象国_国コード１_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	85					T			
T	制裁対象国_国コード２_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	86					T			
T	制裁対象国_国コード３_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	87					T			
T	重要人物情報（外国PEPs）_重要人物確認_				X		1	1：いいえ、いません\n2：はい、います\nnull：チェック無し\n!　：複数チェック、判断不能	12110002	^(1|2|!)							T	88					T			
T	重要人物情報（外国PEPs）_重要人物確認_				X		1	1：いいえ、いません\n2：はい、います\nnull：チェック無し\n!　：複数チェック、判断不能	12110002	^(1|2|!)							T	89					T			
T	重要人物情報（外国PEPs）_重要人物詳細_				X		50	記載の通りに入力。	12110002								T	90								U
T	重要人物情報（外国PEPs）_重要人物確認_				X		1	1：いいえ、いません\n2：はい、います\nnull：チェック無し\n!　：複数チェック、判断不能	12110002	^(1|2|!)							T	91					T			
T	重要人物情報（外国PEPs）_重要人物とのご関係_				X		2	設問回答に記載されたコードを入力	12110002							\d	T	92					T			
T	重要人物情報（外国PEPs）_重要人物詳細_				X		50	記載の通りに入力。	12110002								T	93								U
T	重要人物情報（外国PEPs）_氏名_				X		120	姓と名の間に全角1スペース入れる。	12110002								T	94								U
T	重要人物情報（外国PEPs）_氏名ーカナ_				KH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	12110002								T	95								
T	重要人物情報（外国PEPs）_職務内容_				X		120	記載の通りに入力。	12110002								T	96								
T	重要人物情報（外国PEPs）_在任期間FROM_				X		6	yyyymm\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	12110002							\d	T	97					T			
T	重要人物情報（外国PEPs）_在任期間TO_				X		6	yyyymm\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	12110002							\d	T	98					T			
T	重要人物情報（外国PEPs）_国名_				X		3	国コード一覧に準ずる。国名で記入されている場合は、コードに置換して入力	12110002								T	99								
T	重要人物情報（外国PEPs）_職位_				X		120	記載の通りに入力。	12110003								T	100								U
T	記入者署名_署名_				X		120	記載の通りに入力。	12110003								T	101								U
T	記入者署名_本人との関係_				X		2	設問回答に記載されたコードを入力	12110003							\d	T	102					T			
T	記入者署名_本人との関係ーその他_				X		50	記載の通りに入力。	12110003								T	103								U
T	記入者署名_電話番号_				X		14	「-」ハイフン有	12110003								T	104								
T	記入者署名_郵便番号_				X		8	「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	12110003							^[0-9\-]+$	T	105					T			
T	記入者署名_住所_				X		230	大文字小文字を記載通り入力	12110003								T	106								U
T	記入者署名_住所ーカナ_				KH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	12110003								T	107								U
T	個人_資産状況				X		20	記載の通りに入力。	12110003							\d	T	108				R				
T	個人_収入状況				X		2	設問回答に記載されたコードを入力	12110003							\d	T	109					T			
T	個人_その他_自由設問欄１_				X		2	設問回答に記載されたコードを入力	12110003							\d	T	110					T			
T	個人_その他_自由設問欄１_その他_				X		120	記載の通りに入力。	12110003								T	111								U
T	個人_その他_自由設問欄２_				X		2	設問回答に記載されたコードを入力	12110003							\d	T	112					T			
T	個人_その他_自由設問欄２_その他_				X		120	記載の通りに入力。	12110003								T	113								U
T	予備１１				X		20	DMで追加（null)	12110003								T	114								
