ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	DefaultImeMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Alignment	Square	MasterCheck	FullLength	CharacterCasing
T	海外送金情報_受取人相手国_受取人相手国②				X		1		31120016								T	72								
T	海外送金情報_受取人相手国_受取人相手国③				X		1		31120016								T	73								
T	海外送金情報_資金の性質_				X		1		31120016								T	74								
T	海外送金情報_資金の性質_その他_				X		1		31120016								T	75								
T	海外送金情報_送金の目的_仕向の場合				X		1		31120016								T	76								
T	海外送金情報_送金の目的_その他_仕向の場合				X		1		31120016								T	77								
T	海外送金情報_送金の目的_被仕向の場合				X		1		31120016								T	78								
T	海外送金情報_送金の目的_その他_被仕向の場合				X		1		31120016								T	79								
T	海外送金情報_受取人相手国_受取人相手国①				X		1		31120016								T	80								
T	海外送金情報_受取人相手国_受取人相手国②				X		1		31120016								T	81								
T	海外送金情報_受取人相手国_受取人相手国③				X		1		31120016								T	82								
T	制裁対象国_取引有無_				X		1		31120017								T	83								
T	制裁対象国_取引資産内容等_				X		1		31120017								T	84								
T	制裁対象国_国コード１_				X		1		31120017								T	85								
T	制裁対象国_国コード２_				X		1		31120017								T	86								
T	制裁対象国_国コード３_				X		1		31120017								T	87								
T	重要人物情報（外国PEPs）_重要人物確認_				X		1		31120018								T	88								
T	重要人物情報（外国PEPs）_重要人物確認_				X		1		31120018								T	89								
T	重要人物情報（外国PEPs）_重要人物詳細_				X		1		31120018								T	90								
T	重要人物情報（外国PEPs）_重要人物確認_				X		1		31120018								T	91								
T	重要人物情報（外国PEPs）_重要人物とのご関係_				X		1		31120018								T	92								
T	重要人物情報（外国PEPs）_重要人物詳細_				X		1		31120018								T	93								
T	重要人物情報（外国PEPs）_氏名_				X		1		31120018								T	94								
T	重要人物情報（外国PEPs）_氏名ーカナ_				X		1		31120018								T	95								
T	重要人物情報（外国PEPs）_職務内容_				X		1		31120018								T	96								
T	重要人物情報（外国PEPs）_在任期間FROM_				X		1		31120018								T	97								
T	重要人物情報（外国PEPs）_在任期間TO_				X		1		31120018								T	98								
T	重要人物情報（外国PEPs）_国名_				X		1		31120018								T	99								
T	重要人物情報（外国PEPs）_職位_				X		1		31120018								T	100								
T	記入者署名_署名_				X		1		31120019								T	101								
T	記入者署名_本人との関係_				X		1		31120019								T	102								
T	記入者署名_本人との関係ーその他_				X		1		31120019								T	103								
T	記入者署名_電話番号_				X		1		31120019								T	104								
T	記入者署名_郵便番号_				X		1		31120019								T	105								
T	記入者署名_住所_				X		1		31120019								T	106								
T	記入者署名_住所ーカナ_				X		1		31120019								T	107								
T	個人_資産状況				X		1		31120020								T	108								
T	個人_収入状況				X		1		31120020								T	109								
T	個人_その他_自由設問欄１_				X		1		31120021								T	110								
T	個人_その他_自由設問欄１_その他_				X		1		31120021								T	111								
T	個人_その他_自由設問欄２_				X		1		31120022								T	112								
T	個人_その他_自由設問欄２_その他_				X		1		31120022								T	113								
T	予備１１				X		20		31120023								T	114								
